"County Name","Census Tract","Population","Body Mass Index","IBL Ranking"
"Stevens","53065951300","366","22.82","5"
"Stevens","53065951400","742","22.26","3"
"Thurston","53067010100","96","21.83","2"
"Thurston","53067010200","206","22.4","3"
"Thurston","53067010300","108","22.42","3"
"Thurston","53067010400","233","22.16","2"
"Thurston","53067010510","54","24.15","10"
"Thurston","53067010520","221","23.03","6"
"Thurston","53067010600","501","22.31","3"
"Thurston","53067010700","348","22.31","3"
"Thurston","53067010800","340","23.02","6"
"Thurston","53067010910","387","22.43","3"
"Thurston","53067010920","263","23.23","7"
"Thurston","53067011000","309","22.59","4"
"Thurston","53067011100","171","22.46","4"
"Thurston","53067011200","391","23.94","9"
"Thurston","53067011300","266","23.5","8"
"Thurston","53067011410","249","23.93","9"
"Thurston","53067011420","684","23.57","8"
"Thurston","53067011500","196","24.6","10"
"Thurston","53067011610","502","22.72","5"
"Thurston","53067011621","453","23.22","7"
"Thurston","53067011622","155","22.95","6"
"Thurston","53067011623","246","23","6"
"Thurston","53067011624","193","23.13","6"
"Thurston","53067011710","687","22.44","3"
"Thurston","53067011720","169","22.23","3"
"Thurston","53067011810","422","22.35","3"
"Thurston","53067011821","263","22.89","5"
"Thurston","53067011822","369","22.95","6"
"Thurston","53067011900","310","22.31","3"
"Thurston","53067012000","996","21.86","2"
"Thurston","53067012100","256","22.02","2"
"Thurston","53067012211","141","22.22","3"
"Thurston","53067012212","367","23.54","8"
"Thurston","53067012221","249","21.67","1"
"Thurston","53067012222","300","22.67","4"
"Thurston","53067012310","772","23.48","8"
"Thurston","53067012320","428","23.04","6"
"Thurston","53067012330","333","23.86","9"
"Thurston","53067012411","794","23.71","9"
"Thurston","53067012412","186","23.32","7"
"Thurston","53067012420","299","22.37","3"
"Thurston","53067012510","255","22.9","5"
"Thurston","53067012520","335","22.96","6"
"Thurston","53067012530","379","23.54","8"
"Thurston","53067012610","283","22.5","4"
"Thurston","53067012620","417","23.98","9"
"Thurston","53067012710","149","23.74","9"
"Thurston","53067012720","595","24.17","10"
"Thurston","53067012730","342","23.57","8"
"Wahkiakum","53069950100","343","23.78","9"
"Walla Walla","53071920000","406","23.43","8"
"Walla Walla","53071920100","306","23.06","6"
"Walla Walla","53071920200","234","22.44","3"
"Walla Walla","53071920300","826","23.12","6"
"Walla Walla","53071920400","16","24.39","10"
"Walla Walla","53071920500","290","23.45","8"
"Walla Walla","53071920600","207","23.76","9"
"Walla Walla","53071920701","156","22.42","3"
"Walla Walla","53071920702","188","22.5","4"
"Walla Walla","53071920801","601","23.06","6"
"Walla Walla","53071920802","856","22.09","2"
"Walla Walla","53071920900","908","21.86","2"
"Whatcom","53073000100","354","23.11","6"
"Whatcom","53073000200","366","23.34","7"
"Whatcom","53073000300","361","23.47","8"
"Whatcom","53073000400","423","22.12","2"
"Whatcom","53073000501","209","23.29","7"
"Whatcom","53073000502","149","22.2","3"
"Whatcom","53073000600","71","20.88","1"
"Whatcom","53073000700","389","22.92","5"
"Whatcom","53073000803","400","22.44","3"
"Whatcom","53073000804","616","21.83","2"
"Whatcom","53073000805","389","22.02","2"
"Whatcom","53073000806","478","22.19","3"
"Whatcom","53073000901","492","23.06","6"
"Whatcom","53073000902","659","21.53","1"
"Whatcom","53073001000","2750","22.66","4"
"Whatcom","53073001100","201","21.55","1"
"Whatcom","53073001201","640","22.67","4"
"Whatcom","53073001202","100","21.61","1"
"Whatcom","53073010100","634","23.75","9"
"Whatcom","53073010200","621","22.95","6"
"Whatcom","53073010301","579","22.48","4"
"Whatcom","53073010302","239","22.02","2"
"Whatcom","53073010303","363","22.44","3"
"Whatcom","53073010401","571","23.11","6"
"Whatcom","53073010403","75","22.84","5"
"Whatcom","53073010404","524","22.97","6"
"Whatcom","53073010501","460","22.71","5"
"Whatcom","53073010502","405","23.23","7"
"Whatcom","53073010600","514","23.32","7"
"Whatcom","53073010701","340","22.42","3"
"Whatcom","53073010702","375","22.99","6"
"Whatcom","53073010900","34","22.15","2"
"Whatcom","53073011000","94","21.32","1"
"Whatcom","53073940000","376","24.97","10"
"Whitman","53075000100","2887","23.46","8"
"Whitman","53075000200","373","22.36","3"
"Whitman","53075000300","394","22.2","3"
"Whitman","53075000400","204","22.62","4"
"Whitman","53075000500","2106","24.63","10"
"Whitman","53075000600","608","23.17","7"
"Whitman","53075000700","204","22.07","2"
"Whitman","53075000800","188","22.91","5"
"Whitman","53075000900","212","23.13","6"
"Whitman","53075001000","130","22.46","4"
"Yakima","53077000100","174","24.65","10"
"Yakima","53077000200","384","24.13","10"
"Yakima","53077000300","318","24.12","10"
"Yakima","53077000400","406","22.57","4"
"Yakima","53077000500","262","23.78","9"
"Yakima","53077000600","963","24.52","10"
"Yakima","53077000700","564","24.35","10"
"Yakima","53077000800","136","23.15","6"
"Yakima","53077000901","605","22.93","5"
"Yakima","53077000902","269","24.3","10"
"Yakima","53077001000","253","23.32","7"
"Yakima","53077001100","437","24.43","10"
"Yakima","53077001201","369","23.79","9"
"Yakima","53077001202","344","23.81","9"
"Yakima","53077001300","142","23.88","9"
"Yakima","53077001400","275","23.46","8"
"Yakima","53077001501","598","24.41","10"
"Yakima","53077001502","247","24.22","10"
"Yakima","53077001601","180","22.92","5"
"Yakima","53077001602","314","22.88","5"
"Yakima","53077001701","274","23.25","7"
"Yakima","53077001702","455","23.56","8"
"Yakima","53077001800","607","23.53","8"
"Yakima","53077001901","353","24.23","10"
"Yakima","53077001902","512","23.84","9"
"Yakima","53077002001","824","24.92","10"
"Yakima","53077002002","722","24.57","10"
"Yakima","53077002101","153","23.62","8"
"Yakima","53077002102","721","23.83","9"
"Yakima","53077002200","603","23.63","8"
"Yakima","53077002701","242","24.12","10"
"Yakima","53077002801","492","23.15","6"
"Yakima","53077002802","831","22.61","4"
"Yakima","53077002900","230","23.34","7"
"Yakima","53077003001","395","23.12","6"
"Yakima","53077003002","275","22.21","3"
"Yakima","53077003100","506","22.55","4"
"Yakima","53077003200","496","23.04","6"
"Yakima","53077003400","248","22.82","5"
"Yakima","53077940001","671","24.07","9"
"Yakima","53077940002","483","24.39","10"
"Yakima","53077940003","302","24.92","10"
"Yakima","53077940004","708","24.42","10"
"Yakima","53077940005","490","24.59","10"
"Yakima","53077940006","650","24.61","10"


"BMI - Census Tract"
"Geography: Census Tract, Age Group: 16-19, Year: 2014"
"Created: 6/8/2017"

"""**"" indicates data suppression to protect confidentiality."

"""--"" indicates no data collected."

"""NR"" indicates data are not reliable."
