GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median gross rent,Margin of Error; Median gross rent
1400000US47157000100,47157000100,"Census Tract 1, Shelby County, Tennessee",1177,49
1400000US47157000200,47157000200,"Census Tract 2, Shelby County, Tennessee",746,102
1400000US47157000300,47157000300,"Census Tract 3, Shelby County, Tennessee",865,174
1400000US47157000400,47157000400,"Census Tract 4, Shelby County, Tennessee",738,111
1400000US47157000600,47157000600,"Census Tract 6, Shelby County, Tennessee",646,180
1400000US47157000700,47157000700,"Census Tract 7, Shelby County, Tennessee",706,60
1400000US47157000800,47157000800,"Census Tract 8, Shelby County, Tennessee",627,68
1400000US47157000900,47157000900,"Census Tract 9, Shelby County, Tennessee",680,72
1400000US47157001100,47157001100,"Census Tract 11, Shelby County, Tennessee",828,62
1400000US47157001200,47157001200,"Census Tract 12, Shelby County, Tennessee",861,165
1400000US47157001300,47157001300,"Census Tract 13, Shelby County, Tennessee",674,53
1400000US47157001400,47157001400,"Census Tract 14, Shelby County, Tennessee",685,40
1400000US47157001500,47157001500,"Census Tract 15, Shelby County, Tennessee",851,35
1400000US47157001600,47157001600,"Census Tract 16, Shelby County, Tennessee",1239,351
1400000US47157001700,47157001700,"Census Tract 17, Shelby County, Tennessee",870,316
1400000US47157001900,47157001900,"Census Tract 19, Shelby County, Tennessee",630,140
1400000US47157002000,47157002000,"Census Tract 20, Shelby County, Tennessee",638,114
1400000US47157002100,47157002100,"Census Tract 21, Shelby County, Tennessee",544,74
1400000US47157002400,47157002400,"Census Tract 24, Shelby County, Tennessee",638,141
1400000US47157002500,47157002500,"Census Tract 25, Shelby County, Tennessee",770,86
1400000US47157002600,47157002600,"Census Tract 26, Shelby County, Tennessee",812,82
1400000US47157002700,47157002700,"Census Tract 27, Shelby County, Tennessee",777,76
1400000US47157002800,47157002800,"Census Tract 28, Shelby County, Tennessee",687,122
1400000US47157002900,47157002900,"Census Tract 29, Shelby County, Tennessee",1122,253
1400000US47157003000,47157003000,"Census Tract 30, Shelby County, Tennessee",760,104
1400000US47157003100,47157003100,"Census Tract 31, Shelby County, Tennessee",800,48
1400000US47157003200,47157003200,"Census Tract 32, Shelby County, Tennessee",709,33
1400000US47157003300,47157003300,"Census Tract 33, Shelby County, Tennessee",799,79
1400000US47157003400,47157003400,"Census Tract 34, Shelby County, Tennessee",700,40
1400000US47157003500,47157003500,"Census Tract 35, Shelby County, Tennessee",782,83
1400000US47157003600,47157003600,"Census Tract 36, Shelby County, Tennessee",665,53
1400000US47157003700,47157003700,"Census Tract 37, Shelby County, Tennessee",621,123
1400000US47157003800,47157003800,"Census Tract 38, Shelby County, Tennessee",567,34
1400000US47157003900,47157003900,"Census Tract 39, Shelby County, Tennessee",519,71
1400000US47157004200,47157004200,"Census Tract 42, Shelby County, Tennessee",1053,80
1400000US47157004300,47157004300,"Census Tract 43, Shelby County, Tennessee",1221,79
1400000US47157004500,47157004500,"Census Tract 45, Shelby County, Tennessee",600,255
1400000US47157004600,47157004600,"Census Tract 46, Shelby County, Tennessee",820,54
1400000US47157005000,47157005000,"Census Tract 50, Shelby County, Tennessee",566,55
1400000US47157005300,47157005300,"Census Tract 53, Shelby County, Tennessee",704,106
1400000US47157005500,47157005500,"Census Tract 55, Shelby County, Tennessee",648,45
1400000US47157005600,47157005600,"Census Tract 56, Shelby County, Tennessee",695,104
1400000US47157005700,47157005700,"Census Tract 57, Shelby County, Tennessee",711,103
1400000US47157005800,47157005800,"Census Tract 58, Shelby County, Tennessee",646,180
1400000US47157005900,47157005900,"Census Tract 59, Shelby County, Tennessee",623,55
1400000US47157006000,47157006000,"Census Tract 60, Shelby County, Tennessee",807,130
1400000US47157006200,47157006200,"Census Tract 62, Shelby County, Tennessee",833,177
1400000US47157006300,47157006300,"Census Tract 63, Shelby County, Tennessee",751,60
1400000US47157006400,47157006400,"Census Tract 64, Shelby County, Tennessee",818,83
1400000US47157006500,47157006500,"Census Tract 65, Shelby County, Tennessee",662,31
1400000US47157006600,47157006600,"Census Tract 66, Shelby County, Tennessee",743,48
1400000US47157006700,47157006700,"Census Tract 67, Shelby County, Tennessee",753,52
1400000US47157006800,47157006800,"Census Tract 68, Shelby County, Tennessee",658,116
1400000US47157006900,47157006900,"Census Tract 69, Shelby County, Tennessee",781,58
1400000US47157007000,47157007000,"Census Tract 70, Shelby County, Tennessee",760,35
1400000US47157007100,47157007100,"Census Tract 71, Shelby County, Tennessee",688,342
1400000US47157007200,47157007200,"Census Tract 72, Shelby County, Tennessee",1076,119
1400000US47157007300,47157007300,"Census Tract 73, Shelby County, Tennessee",608,36
1400000US47157007400,47157007400,"Census Tract 74, Shelby County, Tennessee",842,53
1400000US47157007500,47157007500,"Census Tract 75, Shelby County, Tennessee",715,103
1400000US47157007810,47157007810,"Census Tract 78.10, Shelby County, Tennessee",634,90
1400000US47157007821,47157007821,"Census Tract 78.21, Shelby County, Tennessee",711,117
1400000US47157007822,47157007822,"Census Tract 78.22, Shelby County, Tennessee",735,72
1400000US47157007900,47157007900,"Census Tract 79, Shelby County, Tennessee",772,95
1400000US47157008000,47157008000,"Census Tract 80, Shelby County, Tennessee",804,195
1400000US47157008110,47157008110,"Census Tract 81.10, Shelby County, Tennessee",674,103
1400000US47157008120,47157008120,"Census Tract 81.20, Shelby County, Tennessee",618,44
1400000US47157008200,47157008200,"Census Tract 82, Shelby County, Tennessee",699,46
1400000US47157008500,47157008500,"Census Tract 85, Shelby County, Tennessee",1123,223
1400000US47157008600,47157008600,"Census Tract 86, Shelby County, Tennessee",772,112
1400000US47157008700,47157008700,"Census Tract 87, Shelby County, Tennessee",903,65
1400000US47157008800,47157008800,"Census Tract 88, Shelby County, Tennessee",848,34
1400000US47157008900,47157008900,"Census Tract 89, Shelby County, Tennessee",830,85
1400000US47157009100,47157009100,"Census Tract 91, Shelby County, Tennessee",860,49
1400000US47157009200,47157009200,"Census Tract 92, Shelby County, Tennessee",1002,122
1400000US47157009300,47157009300,"Census Tract 93, Shelby County, Tennessee",1088,68
1400000US47157009400,47157009400,"Census Tract 94, Shelby County, Tennessee",1078,63
1400000US47157009500,47157009500,"Census Tract 95, Shelby County, Tennessee",1124,99
1400000US47157009600,47157009600,"Census Tract 96, Shelby County, Tennessee",1378,87
1400000US47157009700,47157009700,"Census Tract 97, Shelby County, Tennessee",909,60
1400000US47157009800,47157009800,"Census Tract 98, Shelby County, Tennessee",918,93
1400000US47157009901,47157009901,"Census Tract 99.01, Shelby County, Tennessee",775,81
1400000US47157009902,47157009902,"Census Tract 99.02, Shelby County, Tennessee",696,123
1400000US47157010000,47157010000,"Census Tract 100, Shelby County, Tennessee",1044,107
1400000US47157010110,47157010110,"Census Tract 101.10, Shelby County, Tennessee",830,45
1400000US47157010120,47157010120,"Census Tract 101.20, Shelby County, Tennessee",752,93
1400000US47157010210,47157010210,"Census Tract 102.10, Shelby County, Tennessee",890,52
1400000US47157010220,47157010220,"Census Tract 102.20, Shelby County, Tennessee",881,102
1400000US47157010300,47157010300,"Census Tract 103, Shelby County, Tennessee",861,116
1400000US47157010500,47157010500,"Census Tract 105, Shelby County, Tennessee",753,121
1400000US47157010610,47157010610,"Census Tract 106.10, Shelby County, Tennessee",981,75
1400000US47157010620,47157010620,"Census Tract 106.20, Shelby County, Tennessee",730,32
1400000US47157010630,47157010630,"Census Tract 106.30, Shelby County, Tennessee",742,43
1400000US47157010710,47157010710,"Census Tract 107.10, Shelby County, Tennessee",935,43
1400000US47157010720,47157010720,"Census Tract 107.20, Shelby County, Tennessee",700,107
1400000US47157010810,47157010810,"Census Tract 108.10, Shelby County, Tennessee",858,51
1400000US47157010820,47157010820,"Census Tract 108.20, Shelby County, Tennessee",1079,114
1400000US47157011010,47157011010,"Census Tract 110.10, Shelby County, Tennessee",933,221
1400000US47157011020,47157011020,"Census Tract 110.20, Shelby County, Tennessee",812,92
1400000US47157011100,47157011100,"Census Tract 111, Shelby County, Tennessee",865,67
1400000US47157011200,47157011200,"Census Tract 112, Shelby County, Tennessee",652,194
1400000US47157011300,47157011300,"Census Tract 113, Shelby County, Tennessee",734,204
1400000US47157011400,47157011400,"Census Tract 114, Shelby County, Tennessee",454,191
1400000US47157011500,47157011500,"Census Tract 115, Shelby County, Tennessee",683,136
1400000US47157011600,47157011600,"Census Tract 116, Shelby County, Tennessee",561,77
1400000US47157011700,47157011700,"Census Tract 117, Shelby County, Tennessee",698,113
