GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; In labor force:,Margin of Error; In labor force:,Estimate; In labor force: - Civilian labor force:,Margin of Error; In labor force: - Civilian labor force:,Estimate; In labor force: - Civilian labor force: - Employed,Margin of Error; In labor force: - Civilian labor force: - Employed,Estimate; In labor force: - Civilian labor force: - Unemployed,Margin of Error; In labor force: - Civilian labor force: - Unemployed,Estimate; In labor force: - Armed Forces,Margin of Error; In labor force: - Armed Forces,Estimate; Not in labor force,Margin of Error; Not in labor force
1400000US47157005700,47157005700,"Census Tract 57, Shelby County, Tennessee",1697,328,971,253,971,253,692,197,279,151,0,12,726,151
1400000US47157005800,47157005800,"Census Tract 58, Shelby County, Tennessee",958,244,471,130,467,130,251,76,216,118,4,8,487,160
1400000US47157005900,47157005900,"Census Tract 59, Shelby County, Tennessee",1805,323,881,227,881,227,688,183,193,90,0,12,924,182
1400000US47157006000,47157006000,"Census Tract 60, Shelby County, Tennessee",1752,259,919,177,919,177,611,161,308,106,0,12,833,183
1400000US47157006200,47157006200,"Census Tract 62, Shelby County, Tennessee",1848,226,1103,203,1103,203,822,215,281,110,0,12,745,111
1400000US47157006300,47157006300,"Census Tract 63, Shelby County, Tennessee",1938,202,1611,192,1611,192,1524,185,87,60,0,12,327,98
1400000US47157006400,47157006400,"Census Tract 64, Shelby County, Tennessee",1387,246,775,174,775,174,556,168,219,89,0,12,612,152
1400000US47157006500,47157006500,"Census Tract 65, Shelby County, Tennessee",2296,282,1410,299,1410,299,1158,276,252,130,0,12,886,169
1400000US47157006600,47157006600,"Census Tract 66, Shelby County, Tennessee",1846,236,1290,224,1290,224,1179,212,111,54,0,12,556,155
1400000US47157006700,47157006700,"Census Tract 67, Shelby County, Tennessee",2383,413,1288,297,1288,297,946,238,342,175,0,12,1095,210
1400000US47157006800,47157006800,"Census Tract 68, Shelby County, Tennessee",2168,383,953,175,953,175,673,167,280,110,0,12,1215,338
1400000US47157006900,47157006900,"Census Tract 69, Shelby County, Tennessee",2580,251,1212,204,1212,204,891,170,321,111,0,12,1368,240
1400000US47157007000,47157007000,"Census Tract 70, Shelby County, Tennessee",2822,259,2019,234,2003,235,1655,221,348,131,16,24,803,196
1400000US47157007100,47157007100,"Census Tract 71, Shelby County, Tennessee",1967,181,1223,157,1223,157,1166,142,57,42,0,12,744,134
1400000US47157007200,47157007200,"Census Tract 72, Shelby County, Tennessee",2238,204,1842,174,1835,175,1772,179,63,49,7,11,396,89
1400000US47157007300,47157007300,"Census Tract 73, Shelby County, Tennessee",4801,792,2399,403,2399,403,2059,338,340,138,0,12,2402,617
1400000US47157007400,47157007400,"Census Tract 74, Shelby County, Tennessee",2721,325,2134,302,2134,302,1986,289,148,93,0,12,587,142
1400000US47157007500,47157007500,"Census Tract 75, Shelby County, Tennessee",992,193,552,150,552,150,450,124,102,61,0,12,440,116
1400000US47157007810,47157007810,"Census Tract 78.10, Shelby County, Tennessee",2164,277,1173,230,1173,230,768,200,405,144,0,12,991,171
1400000US47157007821,47157007821,"Census Tract 78.21, Shelby County, Tennessee",4658,572,2513,558,2513,558,1505,422,1008,342,0,17,2145,491
1400000US47157007822,47157007822,"Census Tract 78.22, Shelby County, Tennessee",1332,173,795,180,795,180,638,145,157,73,0,12,537,184
1400000US47157007900,47157007900,"Census Tract 79, Shelby County, Tennessee",4563,480,2392,340,2392,340,1869,300,523,249,0,17,2171,414
1400000US47157008000,47157008000,"Census Tract 80, Shelby County, Tennessee",3991,452,2624,419,2624,419,2394,347,230,170,0,17,1367,287
1400000US47157008110,47157008110,"Census Tract 81.10, Shelby County, Tennessee",1938,265,1159,218,1159,218,1005,201,154,76,0,12,779,162
1400000US47157008120,47157008120,"Census Tract 81.20, Shelby County, Tennessee",3790,356,1816,252,1816,252,1438,228,378,129,0,12,1974,261
1400000US47157008200,47157008200,"Census Tract 82, Shelby County, Tennessee",3885,504,2295,427,2295,427,1789,378,506,165,0,17,1590,311
1400000US47157008500,47157008500,"Census Tract 85, Shelby County, Tennessee",3517,210,2038,182,2038,182,1985,179,53,40,0,12,1479,146
1400000US47157008600,47157008600,"Census Tract 86, Shelby County, Tennessee",4488,281,3266,300,3266,300,3113,294,153,84,0,17,1222,184
1400000US47157008700,47157008700,"Census Tract 87, Shelby County, Tennessee",3182,313,2011,240,2011,240,1839,219,172,102,0,12,1171,199
1400000US47157008800,47157008800,"Census Tract 88, Shelby County, Tennessee",5222,628,3198,456,3198,456,2742,465,456,173,0,17,2024,383
1400000US47157008900,47157008900,"Census Tract 89, Shelby County, Tennessee",2986,451,1778,366,1778,366,1518,345,260,87,0,12,1208,218
1400000US47157009100,47157009100,"Census Tract 91, Shelby County, Tennessee",1941,288,1127,219,1127,219,1015,227,112,62,0,12,814,165
1400000US47157009200,47157009200,"Census Tract 92, Shelby County, Tennessee",5667,366,3960,357,3905,344,3805,339,100,65,55,89,1707,242
1400000US47157009300,47157009300,"Census Tract 93, Shelby County, Tennessee",3844,537,2170,309,2170,309,1954,297,216,114,0,12,1674,461
1400000US47157009400,47157009400,"Census Tract 94, Shelby County, Tennessee",3079,294,1957,204,1957,204,1858,190,99,75,0,12,1122,225
1400000US47157009500,47157009500,"Census Tract 95, Shelby County, Tennessee",5182,366,3828,345,3828,345,3561,333,267,114,0,17,1354,260
1400000US47157009600,47157009600,"Census Tract 96, Shelby County, Tennessee",4174,250,2652,252,2652,252,2571,252,81,52,0,17,1522,233
1400000US47157009700,47157009700,"Census Tract 97, Shelby County, Tennessee",2200,368,1588,302,1588,302,1258,227,330,197,0,12,612,143
1400000US47157009800,47157009800,"Census Tract 98, Shelby County, Tennessee",2706,338,1613,220,1613,220,1475,218,138,75,0,12,1093,292
1400000US47157009901,47157009901,"Census Tract 99.01, Shelby County, Tennessee",2646,432,1644,418,1644,418,1363,392,281,161,0,12,1002,208
1400000US47157009902,47157009902,"Census Tract 99.02, Shelby County, Tennessee",1822,247,1257,198,1257,198,883,165,374,142,0,12,565,166
1400000US47157010000,47157010000,"Census Tract 100, Shelby County, Tennessee",5561,573,3817,543,3817,543,2626,447,1191,322,0,17,1744,398
1400000US47157010110,47157010110,"Census Tract 101.10, Shelby County, Tennessee",4892,509,3130,433,3130,433,2378,394,752,281,0,17,1762,359
1400000US47157010120,47157010120,"Census Tract 101.20, Shelby County, Tennessee",3345,416,1870,305,1870,305,1600,282,270,90,0,17,1475,259
1400000US47157010210,47157010210,"Census Tract 102.10, Shelby County, Tennessee",3811,334,2326,255,2326,255,1965,230,361,141,0,17,1485,293
1400000US47157010220,47157010220,"Census Tract 102.20, Shelby County, Tennessee",5556,594,3344,555,3344,555,2917,516,427,196,0,17,2212,308
1400000US47157010300,47157010300,"Census Tract 103, Shelby County, Tennessee",1050,156,616,123,616,123,503,99,113,67,0,12,434,103
1400000US47157010500,47157010500,"Census Tract 105, Shelby County, Tennessee",1680,261,777,184,777,184,638,141,139,81,0,12,903,230
1400000US47157010610,47157010610,"Census Tract 106.10, Shelby County, Tennessee",4996,538,3401,463,3401,463,2876,372,525,184,0,17,1595,303
1400000US47157010620,47157010620,"Census Tract 106.20, Shelby County, Tennessee",2155,321,1679,241,1679,241,1419,243,260,133,0,12,476,152
1400000US47157010630,47157010630,"Census Tract 106.30, Shelby County, Tennessee",3188,440,2348,391,2348,391,1954,369,394,120,0,12,840,207
1400000US47157010710,47157010710,"Census Tract 107.10, Shelby County, Tennessee",3926,419,2657,302,2657,302,2252,297,405,151,0,17,1269,303
1400000US47157010720,47157010720,"Census Tract 107.20, Shelby County, Tennessee",2760,243,2007,263,2007,263,1716,238,291,115,0,12,753,170
1400000US47157010810,47157010810,"Census Tract 108.10, Shelby County, Tennessee",4344,384,3177,348,3177,348,2697,330,480,187,0,17,1167,230
1400000US47157010820,47157010820,"Census Tract 108.20, Shelby County, Tennessee",3607,269,2385,287,2385,287,2179,293,206,79,0,17,1222,248
1400000US47157011010,47157011010,"Census Tract 110.10, Shelby County, Tennessee",3384,283,1973,185,1973,185,1650,184,323,104,0,12,1411,273
1400000US47157011020,47157011020,"Census Tract 110.20, Shelby County, Tennessee",1007,122,710,91,710,91,590,98,120,52,0,12,297,93
1400000US47157011100,47157011100,"Census Tract 111, Shelby County, Tennessee",1389,210,623,163,623,163,592,162,31,24,0,12,766,154
1400000US47157011200,47157011200,"Census Tract 112, Shelby County, Tennessee",1153,192,615,160,615,160,453,121,162,71,0,12,538,127
1400000US47157011300,47157011300,"Census Tract 113, Shelby County, Tennessee",1123,188,694,130,694,130,617,120,77,52,0,12,429,114
1400000US47157011400,47157011400,"Census Tract 114, Shelby County, Tennessee",4389,344,1151,213,1135,208,755,133,380,167,16,20,3238,253
1400000US47157011500,47157011500,"Census Tract 115, Shelby County, Tennessee",1927,369,1027,256,1027,256,694,209,333,192,0,12,900,239
1400000US47157011600,47157011600,"Census Tract 116, Shelby County, Tennessee",2024,368,1038,257,1038,257,684,200,354,141,0,12,986,310
1400000US47157011700,47157011700,"Census Tract 117, Shelby County, Tennessee",1238,176,680,112,680,112,432,88,248,76,0,12,558,129
1400000US47157011800,47157011800,"Census Tract 118, Shelby County, Tennessee",4186,514,2859,310,2849,313,2454,320,395,147,10,18,1327,364
