GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
1400000US47157021126,47157021126,"Census Tract 211.26, Shelby County, Tennessee",175,149,97,90,0,12,0,12,0,12,0,12,0,12,30,50,0,12,0,12,22,34,29,34,0,12,0,12,16,27,0,12,78,62,0,12,0,12,0,12,0,12,0,12,28,47,15,19,0,12,21,31,0,12,0,12,14,22,0,12,0,12
1400000US47157021135,47157021135,"Census Tract 211.35, Shelby County, Tennessee",78,86,16,25,0,17,0,17,0,17,0,17,0,17,0,17,16,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,62,63,16,25,17,26,16,25,0,17,0,17,0,17,13,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US47157021136,47157021136,"Census Tract 211.36, Shelby County, Tennessee",165,148,85,99,18,28,0,17,0,17,42,61,0,17,0,17,0,17,0,17,0,17,25,36,0,17,0,17,0,17,0,17,80,66,8,13,0,17,23,35,28,41,0,17,0,17,0,17,12,20,9,16,0,17,0,17,0,17,0,17,0,17
1400000US47157021137,47157021137,"Census Tract 211.37, Shelby County, Tennessee",380,124,205,141,0,17,0,17,43,23,0,17,0,17,70,90,0,17,36,63,43,30,0,17,0,17,13,31,0,17,0,17,175,85,35,31,36,32,0,17,0,17,0,17,18,30,0,17,0,17,32,28,40,56,14,22,0,17,0,17,0,17
1400000US47157021138,47157021138,"Census Tract 211.38, Shelby County, Tennessee",73,64,37,35,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,21,29,0,12,0,12,36,35,0,12,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,20,27,0,12,0,12,0,12
1400000US47157021139,47157021139,"Census Tract 211.39, Shelby County, Tennessee",225,217,122,122,0,12,17,26,0,12,25,41,0,12,0,12,0,12,0,12,29,34,15,21,0,12,36,51,0,12,0,12,103,101,11,17,19,30,0,12,32,36,0,12,0,12,0,12,0,12,33,36,8,12,0,12,0,12,0,12,0,12
1400000US47157021140,47157021140,"Census Tract 211.40, Shelby County, Tennessee",172,145,93,76,0,17,11,19,15,23,0,17,0,17,12,39,0,17,12,20,28,33,15,22,0,17,0,17,0,17,0,17,79,76,0,17,23,28,16,25,0,17,0,17,0,17,16,28,0,17,24,28,0,17,0,17,0,17,0,17,0,17
1400000US47157021141,47157021141,"Census Tract 211.41, Shelby County, Tennessee",396,235,202,133,0,17,35,43,18,31,38,37,0,17,3,7,18,30,0,17,51,49,39,45,0,17,0,17,0,17,0,17,194,147,16,26,16,29,14,24,0,17,0,17,0,17,16,26,49,48,20,36,33,54,30,53,0,17,0,17,0,17
1400000US47157021142,47157021142,"Census Tract 211.42, Shelby County, Tennessee",154,159,110,107,50,70,0,12,0,12,0,12,0,12,25,44,0,12,0,12,0,12,0,12,23,37,12,21,0,12,0,12,44,55,0,12,0,12,0,12,15,25,0,12,0,12,14,21,0,12,0,12,15,27,0,12,0,12,0,12,0,12
1400000US47157021200,47157021200,"Census Tract 212, Shelby County, Tennessee",258,87,244,86,0,12,0,12,0,12,0,12,0,12,16,15,49,40,25,24,98,43,56,35,0,12,0,12,0,12,0,12,14,14,0,12,0,12,0,12,0,12,0,12,6,12,0,12,0,12,0,12,8,16,0,12,0,12,0,12,0,12
1400000US47157021311,47157021311,"Census Tract 213.11, Shelby County, Tennessee",135,145,85,77,0,12,17,33,0,12,0,12,0,12,0,12,0,12,0,12,31,36,0,12,0,12,37,43,0,12,0,12,50,74,18,35,18,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,25,0,12,0,12
1400000US47157021312,47157021312,"Census Tract 213.12, Shelby County, Tennessee",40,42,25,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,39,0,12,0,12,0,12,0,12,15,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,17,0,12,0,12,0,12,0,12
1400000US47157021320,47157021320,"Census Tract 213.20, Shelby County, Tennessee",109,108,68,65,0,17,0,17,0,17,0,17,0,17,0,17,0,17,41,47,0,17,0,17,27,44,0,17,0,17,0,17,41,50,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,0,17,0,17,27,43,0,17,0,17,0,17
1400000US47157021331,47157021331,"Census Tract 213.31, Shelby County, Tennessee",305,207,187,161,21,27,9,14,17,18,0,12,43,61,51,67,0,12,0,12,6,10,40,37,0,12,0,12,0,12,0,12,118,78,6,12,24,31,0,12,11,19,10,15,0,12,12,20,0,12,19,22,36,40,0,12,0,12,0,12,0,12
1400000US47157021333,47157021333,"Census Tract 213.33, Shelby County, Tennessee",331,294,150,143,0,12,0,12,45,66,0,12,105,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,181,163,28,44,0,12,37,53,32,45,19,30,0,12,0,12,0,12,32,46,33,49,0,12,0,12,0,12,0,12
1400000US47157021334,47157021334,"Census Tract 213.34, Shelby County, Tennessee",166,175,44,64,0,12,0,12,20,30,0,12,0,12,0,12,0,12,24,34,0,12,0,12,0,12,0,12,0,12,0,12,122,142,74,83,0,12,0,12,0,12,0,12,0,12,43,60,0,12,5,11,0,12,0,12,0,12,0,12,0,12
1400000US47157021341,47157021341,"Census Tract 213.41, Shelby County, Tennessee",138,110,88,66,0,17,0,17,18,20,13,21,0,17,0,17,0,17,0,17,10,16,20,23,27,29,0,17,0,17,0,17,50,48,0,17,9,13,11,17,9,15,0,17,0,17,0,17,0,17,0,17,9,14,12,18,0,17,0,17,0,17
1400000US47157021342,47157021342,"Census Tract 213.42, Shelby County, Tennessee",530,391,172,129,0,17,0,17,24,38,0,17,0,17,0,17,0,17,78,80,0,17,70,81,0,17,0,17,0,17,0,17,358,288,0,17,25,40,0,17,0,17,0,17,133,146,0,17,76,82,43,48,42,65,0,17,39,62,0,17,0,17
1400000US47157021351,47157021351,"Census Tract 213.51, Shelby County, Tennessee",151,169,131,147,75,99,10,19,0,12,0,12,0,12,0,12,11,21,0,12,19,32,0,12,0,12,16,27,0,12,0,12,20,37,11,20,0,12,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157021352,47157021352,"Census Tract 213.52, Shelby County, Tennessee",36,45,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,36,45,0,17,0,17,10,18,0,17,0,17,0,17,0,17,0,17,0,17,26,43,0,17,0,17,0,17,0,17
1400000US47157021353,47157021353,"Census Tract 213.53, Shelby County, Tennessee",547,431,340,289,48,71,55,60,53,55,43,63,0,17,32,43,0,17,0,17,85,68,24,33,0,17,0,17,0,17,0,17,207,154,24,29,0,17,0,17,29,44,32,49,0,17,0,17,0,17,40,48,25,29,57,52,0,17,0,17,0,17
1400000US47157021410,47157021410,"Census Tract 214.10, Shelby County, Tennessee",25,29,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,17,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,25,0,12,0,12,0,12
1400000US47157021420,47157021420,"Census Tract 214.20, Shelby County, Tennessee",208,139,108,78,0,12,72,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,39,0,12,0,12,0,12,0,12,100,67,0,12,0,12,32,36,0,12,0,12,9,14,0,12,33,37,26,32,0,12,0,12,0,12,0,12,0,12
1400000US47157021430,47157021430,"Census Tract 214.30, Shelby County, Tennessee",67,48,44,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,25,13,20,10,17,0,12,0,12,23,24,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,8,15,0,12,0,12
1400000US47157021510,47157021510,"Census Tract 215.10, Shelby County, Tennessee",161,132,113,107,17,29,23,40,0,17,0,17,0,17,0,17,61,99,0,17,12,20,0,17,0,17,0,17,0,17,0,17,48,48,12,19,0,17,0,17,11,19,0,17,12,19,0,17,13,22,0,17,0,17,0,17,0,17,0,17,0,17
1400000US47157021520,47157021520,"Census Tract 215.20, Shelby County, Tennessee",337,196,124,87,0,19,20,30,38,45,0,19,0,19,0,19,0,19,0,19,36,43,0,19,30,31,0,19,0,19,0,19,213,130,0,19,41,49,25,29,17,21,0,19,0,19,0,19,15,24,82,65,18,20,0,19,15,25,0,19,0,19
1400000US47157021530,47157021530,"Census Tract 215.30, Shelby County, Tennessee",27,29,27,29,0,17,0,17,10,14,0,17,0,17,0,17,0,17,9,15,0,17,8,12,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US47157021540,47157021540,"Census Tract 215.40, Shelby County, Tennessee",482,252,212,155,25,37,27,46,0,19,0,19,0,19,0,19,25,40,18,27,38,45,39,37,23,37,17,26,0,19,0,19,270,150,31,34,0,19,69,80,15,23,37,38,0,19,50,77,0,19,27,29,41,37,0,19,0,19,0,19,0,19
1400000US47157021611,47157021611,"Census Tract 216.11, Shelby County, Tennessee",48,47,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,48,47,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,48,47,0,17,0,17,0,17
1400000US47157021612,47157021612,"Census Tract 216.12, Shelby County, Tennessee",92,96,43,42,0,12,12,18,0,12,0,12,10,15,0,12,0,12,0,12,0,12,5,9,16,24,0,12,0,12,0,12,49,55,0,12,0,12,13,20,0,12,0,12,10,16,0,12,0,12,17,24,0,12,9,15,0,12,0,12,0,12
1400000US47157021613,47157021613,"Census Tract 216.13, Shelby County, Tennessee",37,40,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,29,29,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,5,8,0,12,0,12,0,12,0,12
1400000US47157021620,47157021620,"Census Tract 216.20, Shelby County, Tennessee",301,129,180,94,0,12,36,19,36,19,0,12,38,61,0,12,0,12,60,32,0,12,10,18,0,12,0,12,0,12,0,12,121,50,0,12,0,12,0,12,11,19,0,12,0,12,0,12,0,12,49,27,17,18,0,12,44,25,0,12,0,12
1400000US47157021710,47157021710,"Census Tract 217.10, Shelby County, Tennessee",138,115,38,42,0,12,14,20,0,12,0,12,0,12,0,12,15,22,0,12,9,15,0,12,0,12,0,12,0,12,0,12,100,91,56,50,0,12,0,12,0,12,0,12,0,12,12,18,24,39,8,14,0,12,0,12,0,12,0,12,0,12
1400000US47157021721,47157021721,"Census Tract 217.21, Shelby County, Tennessee",632,350,331,177,109,56,55,43,47,39,0,12,0,12,0,12,36,44,42,40,0,12,42,47,0,12,0,12,0,12,0,12,301,183,93,75,40,36,0,12,0,12,0,12,43,50,36,38,61,48,13,22,15,24,0,12,0,12,0,12,0,12
1400000US47157021724,47157021724,"Census Tract 217.24, Shelby County, Tennessee",335,196,218,122,23,30,43,42,27,32,9,15,0,12,31,29,18,23,27,35,32,39,8,13,0,12,0,12,0,12,0,12,117,79,12,15,16,23,10,16,0,12,0,12,11,16,24,30,7,14,24,39,13,15,0,12,0,12,0,12,0,12
1400000US47157021725,47157021725,"Census Tract 217.25, Shelby County, Tennessee",887,426,560,286,55,82,67,73,34,57,0,12,25,41,59,73,87,75,120,88,40,65,73,63,0,12,0,12,0,12,0,12,327,189,77,75,18,31,0,12,0,12,16,30,74,75,7,10,55,52,52,64,28,35,0,12,0,12,0,12,0,12
1400000US47157021726,47157021726,"Census Tract 217.26, Shelby County, Tennessee",185,182,92,89,11,25,0,12,7,16,0,12,0,12,0,12,0,12,13,26,8,17,53,63,0,12,0,12,0,12,0,12,93,105,24,47,0,12,0,12,7,15,0,12,0,12,23,29,8,18,0,12,16,28,15,32,0,12,0,12,0,12
1400000US47157021731,47157021731,"Census Tract 217.31, Shelby County, Tennessee",935,330,512,189,83,71,69,39,61,35,60,47,41,40,19,21,62,55,39,36,53,28,25,25,0,12,0,12,0,12,0,12,423,181,95,72,85,49,46,33,19,17,0,12,21,34,28,25,22,27,65,32,23,20,19,31,0,12,0,12,0,12
1400000US47157021732,47157021732,"Census Tract 217.32, Shelby County, Tennessee",690,417,364,229,68,101,0,17,2,10,0,17,4,15,4,16,76,92,63,76,42,49,51,54,54,81,0,17,0,17,0,17,326,227,60,70,83,80,9,14,16,26,0,17,4,14,35,54,46,54,41,40,21,34,4,13,7,15,0,17,0,17
1400000US47157021741,47157021741,"Census Tract 217.41, Shelby County, Tennessee",619,447,411,329,53,55,0,17,14,26,69,108,0,17,78,121,50,52,0,17,51,64,96,112,0,17,0,17,0,17,0,17,208,146,31,49,16,26,0,17,15,26,0,17,51,55,0,17,16,26,61,76,18,27,0,17,0,17,0,17,0,17
1400000US47157021744,47157021744,"Census Tract 217.44, Shelby County, Tennessee",459,344,248,157,0,17,20,24,52,63,0,17,0,17,0,17,13,23,15,25,84,83,16,18,48,40,0,17,0,17,0,17,211,199,38,58,0,17,13,21,34,50,0,17,0,17,0,17,14,22,48,58,8,14,56,43,0,17,0,17,0,17
1400000US47157021745,47157021745,"Census Tract 217.45, Shelby County, Tennessee",555,317,166,96,0,17,11,18,25,28,0,17,0,17,0,17,0,17,54,86,43,41,20,29,0,17,13,26,0,17,0,17,389,230,76,84,0,17,104,86,8,15,52,36,0,17,41,66,0,17,49,39,28,24,12,23,19,29,0,17,0,17
1400000US47157021746,47157021746,"Census Tract 217.46, Shelby County, Tennessee",104,143,51,68,13,31,14,26,0,12,0,12,0,12,0,12,0,12,24,33,0,12,0,12,0,12,0,12,0,12,0,12,53,75,0,12,8,22,24,32,0,12,0,12,0,12,0,12,9,23,12,25,0,12,0,12,0,12,0,12,0,12
1400000US47157021747,47157021747,"Census Tract 217.47, Shelby County, Tennessee",172,115,51,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,20,29,33,11,20,0,12,0,12,0,12,121,90,0,12,12,20,24,41,32,37,0,12,0,12,0,12,0,12,43,37,0,12,0,12,10,17,0,12,0,12
1400000US47157021751,47157021751,"Census Tract 217.51, Shelby County, Tennessee",32,137,18,79,0,17,12,53,6,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,58,0,17,0,17,7,28,0,17,0,17,0,17,0,17,7,30,0,17,0,17,0,17,0,17,0,17,0,17
1400000US47157021752,47157021752,"Census Tract 217.52, Shelby County, Tennessee",225,263,108,138,0,12,0,12,30,42,13,20,0,12,0,12,30,46,0,12,0,12,35,52,0,12,0,12,0,12,0,12,117,127,0,12,32,46,0,12,11,17,0,12,0,12,25,37,0,12,8,14,41,45,0,12,0,12,0,12,0,12
1400000US47157021753,47157021753,"Census Tract 217.53, Shelby County, Tennessee",390,560,278,395,147,219,0,12,31,48,14,26,0,12,0,12,48,71,0,12,0,12,38,56,0,12,0,12,0,12,0,12,112,167,0,12,0,12,0,12,29,43,0,12,0,12,40,61,0,12,43,63,0,12,0,12,0,12,0,12,0,12
1400000US47157021754,47157021754,"Census Tract 217.54, Shelby County, Tennessee",205,213,75,80,0,12,16,26,24,31,0,12,0,12,0,12,0,12,19,33,16,26,0,12,0,12,0,12,0,12,0,12,130,135,17,30,36,40,17,27,20,26,0,12,0,12,0,12,18,29,22,28,0,12,0,12,0,12,0,12,0,12
1400000US47157021900,47157021900,"Census Tract 219, Shelby County, Tennessee",42,58,18,26,0,17,0,17,0,17,11,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7,17,0,17,0,17,24,37,0,17,0,17,9,14,8,12,0,17,0,17,0,17,0,17,7,12,0,17,0,17,0,17,0,17,0,17
1400000US47157022022,47157022022,"Census Tract 220.22, Shelby County, Tennessee",195,255,130,168,45,63,0,12,0,12,0,12,0,12,46,61,0,12,0,12,4,8,35,46,0,12,0,12,0,12,0,12,65,87,0,12,0,12,0,12,0,12,0,12,43,57,0,12,0,12,0,12,22,30,0,12,0,12,0,12,0,12
1400000US47157022023,47157022023,"Census Tract 220.23, Shelby County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157022024,47157022024,"Census Tract 220.24, Shelby County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157022111,47157022111,"Census Tract 221.11, Shelby County, Tennessee",72,112,49,76,0,17,0,17,0,17,0,17,0,17,0,17,17,27,32,50,0,17,0,17,0,17,0,17,0,17,0,17,23,36,0,17,0,17,12,19,0,17,0,17,0,17,0,17,0,17,11,17,0,17,0,17,0,17,0,17,0,17
1400000US47157022112,47157022112,"Census Tract 221.12, Shelby County, Tennessee",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US47157022121,47157022121,"Census Tract 221.21, Shelby County, Tennessee",6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12
1400000US47157022122,47157022122,"Census Tract 221.22, Shelby County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157022130,47157022130,"Census Tract 221.30, Shelby County, Tennessee",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US47157022210,47157022210,"Census Tract 222.10, Shelby County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157022220,47157022220,"Census Tract 222.20, Shelby County, Tennessee",59,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,70,12,17,0,12,21,33,0,12,8,13,0,12,0,12,0,12,18,28,0,12,0,12,0,12,0,12,0,12
1400000US47157022310,47157022310,"Census Tract 223.10, Shelby County, Tennessee",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US47157022321,47157022321,"Census Tract 223.21, Shelby County, Tennessee",17,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,33,0,12,0,12,0,12,0,12,0,12,17,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157022322,47157022322,"Census Tract 223.22, Shelby County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157022330,47157022330,"Census Tract 223.30, Shelby County, Tennessee",414,213,287,156,63,63,26,33,44,40,27,43,0,17,26,42,17,27,0,17,67,82,0,17,0,17,17,27,0,17,0,17,127,80,0,17,46,54,26,32,10,17,0,17,0,17,0,17,27,34,18,29,0,17,0,17,0,17,0,17,0,17
1400000US47157022410,47157022410,"Census Tract 224.10, Shelby County, Tennessee",281,312,110,137,36,56,24,36,0,17,0,17,0,17,0,17,0,17,40,49,0,17,0,17,0,17,0,17,10,16,0,17,171,194,24,39,80,90,0,17,26,42,0,17,0,17,20,31,0,17,0,17,21,35,0,17,0,17,0,17,0,17
1400000US47157022500,47157022500,"Census Tract 225, Shelby County, Tennessee",1198,436,692,237,150,116,114,71,51,44,61,44,16,21,26,33,102,120,30,36,88,45,21,33,33,42,0,12,0,12,0,12,506,254,105,87,131,86,47,44,10,16,0,12,25,23,14,22,53,43,84,79,37,28,0,12,0,12,0,12,0,12
1400000US47157022600,47157022600,"Census Tract 226, Shelby County, Tennessee",985,398,534,234,67,60,30,33,32,33,20,28,0,12,79,77,111,137,51,45,81,69,22,26,20,31,21,33,0,12,0,12,451,246,136,96,101,86,0,12,0,12,0,12,55,57,51,42,73,50,0,12,14,17,21,31,0,12,0,12,0,12
1400000US47157022700,47157022700,"Census Tract 227, Shelby County, Tennessee",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US47157980100,47157980100,"Census Tract 9801, Shelby County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157980200,47157980200,"Census Tract 9802, Shelby County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157980300,47157980300,"Census Tract 9803, Shelby County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47157980400,47157980400,"Census Tract 9804, Shelby County, Tennessee",20,21,13,19,0,12,0,12,0,12,0,12,7,12,0,12,0,12,3,6,3,5,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
