GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median gross rent,Margin of Error; Median gross rent
1400000US48029110100,48029110100,"Census Tract 1101, Bexar County, Texas",666,80
1400000US48029110300,48029110300,"Census Tract 1103, Bexar County, Texas",681,110
1400000US48029110500,48029110500,"Census Tract 1105, Bexar County, Texas",336,114
1400000US48029110600,48029110600,"Census Tract 1106, Bexar County, Texas",508,58
1400000US48029110700,48029110700,"Census Tract 1107, Bexar County, Texas",442,128
1400000US48029110800,48029110800,"Census Tract 1108, Bexar County, Texas",626,59
1400000US48029110900,48029110900,"Census Tract 1109, Bexar County, Texas",1209,98
1400000US48029111000,48029111000,"Census Tract 1110, Bexar County, Texas",661,57
1400000US48029120100,48029120100,"Census Tract 1201, Bexar County, Texas",1494,62
1400000US48029120300,48029120300,"Census Tract 1203, Bexar County, Texas",973,118
1400000US48029120400,48029120400,"Census Tract 1204, Bexar County, Texas",962,672
1400000US48029120501,48029120501,"Census Tract 1205.01, Bexar County, Texas",779,68
1400000US48029120502,48029120502,"Census Tract 1205.02, Bexar County, Texas",595,139
1400000US48029120600,48029120600,"Census Tract 1206, Bexar County, Texas",863,59
1400000US48029120701,48029120701,"Census Tract 1207.01, Bexar County, Texas",718,31
1400000US48029120702,48029120702,"Census Tract 1207.02, Bexar County, Texas",1428,118
1400000US48029120800,48029120800,"Census Tract 1208, Bexar County, Texas",861,172
1400000US48029120901,48029120901,"Census Tract 1209.01, Bexar County, Texas",658,52
1400000US48029120902,48029120902,"Census Tract 1209.02, Bexar County, Texas",867,50
1400000US48029121000,48029121000,"Census Tract 1210, Bexar County, Texas",787,68
1400000US48029121108,48029121108,"Census Tract 1211.08, Bexar County, Texas",861,51
1400000US48029121110,48029121110,"Census Tract 1211.10, Bexar County, Texas",1236,416
1400000US48029121111,48029121111,"Census Tract 1211.11, Bexar County, Texas",958,143
1400000US48029121112,48029121112,"Census Tract 1211.12, Bexar County, Texas",905,86
1400000US48029121115,48029121115,"Census Tract 1211.15, Bexar County, Texas",1205,158
1400000US48029121116,48029121116,"Census Tract 1211.16, Bexar County, Texas",739,69
1400000US48029121117,48029121117,"Census Tract 1211.17, Bexar County, Texas",999,90
1400000US48029121118,48029121118,"Census Tract 1211.18, Bexar County, Texas",910,106
1400000US48029121119,48029121119,"Census Tract 1211.19, Bexar County, Texas",884,62
1400000US48029121120,48029121120,"Census Tract 1211.20, Bexar County, Texas",1079,56
1400000US48029121121,48029121121,"Census Tract 1211.21, Bexar County, Texas",1552,236
1400000US48029121122,48029121122,"Census Tract 1211.22, Bexar County, Texas",1535,186
1400000US48029121203,48029121203,"Census Tract 1212.03, Bexar County, Texas",719,136
1400000US48029121204,48029121204,"Census Tract 1212.04, Bexar County, Texas",790,45
1400000US48029121205,48029121205,"Census Tract 1212.05, Bexar County, Texas",800,97
1400000US48029121206,48029121206,"Census Tract 1212.06, Bexar County, Texas",1075,74
1400000US48029121300,48029121300,"Census Tract 1213, Bexar County, Texas",1080,153
1400000US48029121402,48029121402,"Census Tract 1214.02, Bexar County, Texas",1066,85
1400000US48029121403,48029121403,"Census Tract 1214.03, Bexar County, Texas",731,53
1400000US48029121404,48029121404,"Census Tract 1214.04, Bexar County, Texas",625,88
1400000US48029121501,48029121501,"Census Tract 1215.01, Bexar County, Texas",1143,82
1400000US48029121504,48029121504,"Census Tract 1215.04, Bexar County, Texas",812,198
1400000US48029121505,48029121505,"Census Tract 1215.05, Bexar County, Texas",1188,167
1400000US48029121506,48029121506,"Census Tract 1215.06, Bexar County, Texas",890,66
1400000US48029121507,48029121507,"Census Tract 1215.07, Bexar County, Texas",945,155
1400000US48029121508,48029121508,"Census Tract 1215.08, Bexar County, Texas",905,59
1400000US48029121601,48029121601,"Census Tract 1216.01, Bexar County, Texas",822,49
1400000US48029121604,48029121604,"Census Tract 1216.04, Bexar County, Texas",1110,78
1400000US48029121605,48029121605,"Census Tract 1216.05, Bexar County, Texas",1014,125
1400000US48029121606,48029121606,"Census Tract 1216.06, Bexar County, Texas",886,61
1400000US48029121701,48029121701,"Census Tract 1217.01, Bexar County, Texas",938,118
1400000US48029121702,48029121702,"Census Tract 1217.02, Bexar County, Texas",946,60
1400000US48029121802,48029121802,"Census Tract 1218.02, Bexar County, Texas",1074,119
1400000US48029121803,48029121803,"Census Tract 1218.03, Bexar County, Texas",1099,99
1400000US48029121804,48029121804,"Census Tract 1218.04, Bexar County, Texas",922,141
1400000US48029121808,48029121808,"Census Tract 1218.08, Bexar County, Texas",1080,134
1400000US48029121809,48029121809,"Census Tract 1218.09, Bexar County, Texas",1118,61
1400000US48029121810,48029121810,"Census Tract 1218.10, Bexar County, Texas",1397,118
1400000US48029121811,48029121811,"Census Tract 1218.11, Bexar County, Texas",1590,176
1400000US48029121812,48029121812,"Census Tract 1218.12, Bexar County, Texas",1074,106
1400000US48029121813,48029121813,"Census Tract 1218.13, Bexar County, Texas",1182,80
1400000US48029121903,48029121903,"Census Tract 1219.03, Bexar County, Texas",1665,147
1400000US48029121904,48029121904,"Census Tract 1219.04, Bexar County, Texas",1655,479
1400000US48029121905,48029121905,"Census Tract 1219.05, Bexar County, Texas",1162,96
1400000US48029121906,48029121906,"Census Tract 1219.06, Bexar County, Texas",1116,89
1400000US48029121907,48029121907,"Census Tract 1219.07, Bexar County, Texas",1332,314
1400000US48029121908,48029121908,"Census Tract 1219.08, Bexar County, Texas",1662,350
1400000US48029121909,48029121909,"Census Tract 1219.09, Bexar County, Texas",1288,178
1400000US48029121910,48029121910,"Census Tract 1219.10, Bexar County, Texas",1676,147
1400000US48029130200,48029130200,"Census Tract 1302, Bexar County, Texas",762,59
