predict_all true_all
30.2669924797442 22.5
31.940533076845 27.5
23.417266453239 22.6
43.1757376540659 44
37.5477226598973 36.4
25.2969515719567 23.5
38.5789156695147 36.3
41.0121938132716 41.2
21.6955828236076 22.2
33.0378176482069 30.8
23.3752817862152 20.2
44.6973641169932 45.2
47.0971401857802 48.4
45.5797242264703 48.6
45.6254471079734 47.1
39.920143013343 42.5
45.2860252251043 47.8
44.9388325617532 47.3
40.4040494841728 39.5
33.1203449217287 33.1
41.0275689581958 44.3
43.1619864354045 42.7
42.1910845844574 43.2
24.2106246941135 20.1
31.462911000075 32.5
48.1186633598176 48.1
43.45308426073 43.8
44.0052799447304 44
29.5678794895119 29.2
25.1931738315185 25.5
39.605674916318 37.5
39.8946331029088 39.1
34.2432723120056 34.5
43.7266641914186 47.6
28.1908924140783 25.8
27.652974331432 23.1
47.8879351404047 47.2
41.7410714607777 42.5
45.0805351265961 48.6
42.7513973567443 45.8
46.39347888412 46.7
44.5193117468913 43
44.468083434716 43.9
48.3470448757094 47.5
43.7155643447607 45.1
46.2411252298495 44.6
45.9637434339312 43.3
32.5770886671903 27.9
38.0568311555586 40.8
44.1887563869335 42.6
31.564027842701 30.5
49.0834020486949 48
46.2263574256865 49.4
42.2925617037032 46.1
37.4229249415499 39
25.2915799750934 27.6
25.147523637251 21.3
28.4726620037053 25.3
28.777507818729 24.2
42.1405977577266 43.4
42.0017510159201 42.8
43.5345301622936 44.6
41.6317231473043 44.1
42.2251052785165 44.8
33.1685635681539 37.3
42.834686985637 44.2
42.902722956051 44.7
37.4277904992591 44.7
22.8330098574464 20.4
26.8706289081389 24.1
34.6919477266686 29.6
34.942550280104 36.1
40.6140013426053 38.7
36.8083394709473 33.6
27.0649964367472 21.4
27.8909981550467 27.7
31.5135686643016 24.9
27.3986665522011 22
22.7368609020232 20.9
39.3421255209402 34.7
32.6638265435336 31.3
37.6924451680485 41.3
41.928199164047 44.9
40.7661197684906 42.7
42.320178132031 46
40.168499892778 41.1
45.1888348900587 44
42.5065814894327 40.5
41.115294615234 43.9
42.4848956548049 42.3
37.4599120490082 40.6
36.5382869005702 42.4
39.4555847817637 41.5
37.0289733144798 36.5
37.848482249321 41.2
38.5838028798226 40.2
38.946143518599 36.9
35.8188863699232 39.4
42.5212639027424 41.6
45.3030098213794 45.6
46.5615380440126 49.2
41.5668996802959 41
43.1386362728732 45.2
46.7535466495068 46.6
47.5131163609713 46.8
45.7623960670099 45.3
33.506766077577 34.4
38.2567280538828 37.9
36.5522473328984 40.8
40.0318432964492 42.2
41.154790156137 42.7
38.6797071391298 40.3
35.0182546245804 35
36.2036729503914 34.9
36.5076711600892 35.7
36.5611467948045 38
35.8695326039828 32.3
34.9809410588319 34.5
31.7644057804929 27.6
32.0197645188955 29.3
33.6653611904799 33.7
30.4063114225025 27.7
37.1601412035382 31.1
31.6453035851465 29.9
29.0777735954631 28.5
27.6531928362125 27.9
28.614530511806 29.7
28.0470436926217 24.5
23.5719671714419 22.9
26.231255506455 26.8
25.3426520351588 25.4
26.3729865861975 25.7
28.9880101452995 24.5
26.3067444077455 15.6
26.5084897606262 24.6
26.4081605755083 26.5
26.4200883914538 24.2
35.863767653369 36.5
20.7931712699956 21.7
21.6602221566335 22.6
25.7182377399617 23
30.8428805828739 25.9
31.5424528822166 30.1
32.0162884433714 32.3
25.68705993302 28.9
38.5678784891336 38.9
39.144070297257 42.5
34.8758583791565 36.9
36.9567294603283 38
35.0203955174568 34.4
41.3538054342782 42.2
36.4527000620589 39.8
39.0697988242045 39.3
33.7378040360147 34.5
36.776875588461 36.6
37.7273074147311 36.9
31.658386955786 35.9
40.4102539234319 42.4
40.0306591326075 44.8
38.0345693908302 40.2
41.8000434037237 39.5
36.7941209051362 41.3
40.1324567829459 42.3
37.1474787132278 37.7
40.2905240335481 39.2
40.1056728775853 40.5
39.4546985559825 43.5
43.9757020467624 41.8
42.9381547691642 45.2
39.628836592488 44.2
41.0981484389752 41.5
41.6653310636499 43
37.7809223003033 39.8
39.9512363160147 40.6
42.2030235606186 41.6
41.9564498152907 45.1
43.8932154021072 43.3
32.4738583728324 32.4
