predict_all true_all
23.2943082046202 22.5
27.7436929915787 27.5
32.2335433145435 22.6
44.667883891349 44
38.670474183327 36.4
28.0654135387889 23.5
33.4944977080438 36.3
38.7026376369988 41.2
28.1396032136709 22.2
27.9193532601521 30.8
28.5131978361775 20.2
42.6176444599073 45.2
42.0383142283336 48.4
47.5747182655458 48.6
39.7569453189436 47.1
38.5593362316053 42.5
48.3881952046291 47.8
43.1385013134917 47.3
37.6338150285882 39.5
36.7529146087921 33.1
45.6457961671679 44.3
39.9275405122103 42.7
39.7527203568332 43.2
23.2375655507288 20.1
37.5012491527553 32.5
44.0312901540324 48.1
44.2754272461677 43.8
39.1221589600297 44
27.9835842915029 29.2
35.1874327217422 25.5
34.9495320433795 37.5
35.1243418354961 39.1
38.6779255894938 34.5
45.7247536536167 47.6
26.4842775391242 25.8
26.2034656631016 23.1
44.1324318468149 47.2
42.209761365208 42.5
41.4652926591356 48.6
41.094715003979 45.8
39.5884141396937 46.7
35.1853320640368 43
38.6811097619703 43.9
43.6458294550858 47.5
46.5622526502301 45.1
43.1397163605389 44.6
45.7711946597941 43.3
27.7140819756253 27.9
37.8499160803867 40.8
39.8693380566122 42.6
27.9831151366771 30.5
44.5181153551362 48
44.824605988685 49.4
42.6395013743028 46.1
34.3964429369301 39
34.3914094252555 27.6
25.8924569649467 21.3
26.8574743190943 25.3
29.8715345564481 24.2
44.4051859807656 43.4
42.1523486210374 42.8
37.903058849553 44.6
39.156792201991 44.1
41.5559421219939 44.8
36.3656457786933 37.3
45.1610648562248 44.2
41.495443287392 44.7
37.3838797344717 44.7
22.7840931713428 20.4
36.0580336966751 24.1
34.8796385244806 29.6
39.5985282893184 36.1
39.7327469268485 38.7
37.9242608374272 33.6
32.5251988548433 21.4
32.2068289074816 27.7
35.1332885806591 24.9
33.0036569851399 22
21.7656756190451 20.9
36.0998288434211 34.7
32.8108096296297 31.3
40.2689842460517 41.3
40.0674000699155 44.9
40.5966101027548 42.7
42.7437779719283 46
39.7655749648137 41.1
39.0831652562918 44
43.5382717980756 40.5
43.2103342091167 43.9
42.8506827023879 42.3
33.2583431038179 40.6
37.2166654530379 42.4
43.4475594404068 41.5
34.9943306312494 36.5
45.2085687322731 41.2
37.0158107605198 40.2
38.3757259733069 36.9
39.6999070758917 39.4
38.3778868000848 41.6
43.8587491319141 45.6
52.4251755124455 49.2
36.0071256305542 41
38.6449369690939 45.2
39.9349811574531 46.6
47.4309574499524 46.8
43.6727815146836 45.3
34.6444671087782 34.4
35.711855890689 37.9
42.1426361834898 40.8
40.1240169213087 42.2
39.5191492246373 42.7
43.4833523022737 40.3
37.111218591306 35
31.5099874504192 34.9
32.6512151995327 35.7
39.8379084258512 38
38.1098772895185 32.3
31.0087637225309 34.5
29.6520282742033 27.6
35.711855890689 29.3
35.5550827691664 33.7
31.2761287543687 27.7
30.976953968932 31.1
36.984116934557 29.9
28.990813978545 28.5
31.386282387967 27.9
36.2991375688873 29.7
27.2244363854598 24.5
25.5160772848093 22.9
27.0373012663008 26.8
30.9574609207446 25.4
28.1129922505113 25.7
34.1696587855076 24.5
26.8839765902457 15.6
26.5669132612473 24.6
32.6596263337962 26.5
34.6997340601894 24.2
36.2327766900476 36.5
30.8098516741842 21.7
20.4451830359819 22.6
28.9986797400214 23
32.6888286015095 25.9
34.2276445562852 30.1
31.5885089744338 32.3
22.930831076183 28.9
35.6806010847885 38.9
34.8667539056203 42.5
36.2484467754425 36.9
32.6789526120384 38
35.6128091985674 34.4
38.0201061522072 42.2
42.5682916028609 39.8
40.8543176741972 39.3
36.1041518345771 34.5
40.2000532932076 36.6
35.7163432585776 36.9
40.2988685451924 35.9
41.815243929988 42.4
42.8664091471776 44.8
37.5745928906316 40.2
35.5920146998425 39.5
38.4893243323025 41.3
41.1564028414666 42.3
34.3410269126323 37.7
39.6372589517195 39.2
33.3537573827854 40.5
38.3629975038612 43.5
42.9086040893795 41.8
39.339391766782 45.2
37.7874457345565 44.2
40.2601008322095 41.5
42.0457295453483 43
39.7336654445823 39.8
38.9264474710224 40.6
35.1995764419771 41.6
42.8578930971419 45.1
40.226856814739 43.3
35.323882937957 32.4
